"CASEID_NEW","PPGENDER","RESPONDENT_RACE","PPAGE","RESPONDENT_YRSED","HHINC","PPPARTYID3","GLBSTATUS","SAME_SEX_COUPLE","PARTNER_RACE","AGE_DIFFERENCE","PARTNER_YRSED","Q23","Q12","HOW_LONG_RELATIONSHIP","PARENTAL_APPROVAL","RELATIONSHIP_QUALITY"
244431,"(1) male","(1) NH white",43,12,55000,"(1) republican","(0) not glb","(0) different sex couple","(1) NH white",3,13,"(1) i earned more","(2) democrat",23,"(1) approve","(4) good"
245671,"(2) female","(1) NH white",67,16,55000,"(3) democrat","(0) not glb","(0) different sex couple","(1) NH white",7,12,"(2) we earned about the same amount","(2) democrat",45,NA,"(4) good"
246531,"(2) female","(1) NH white",53,12,13750,"(1) republican","(0) not glb","(0) different sex couple","(1) NH white",6,13,"(3) partner earned more","(1) republican",21,NA,"(5) excellent"
247475,"(1) male","(1) NH white",47,17,80000,"(1) republican","(1) glb","(1) same-sex couple","(1) NH white",4,16,"(1) i earned more","(3) independent",22,NA,"(4) good"
249441,"(1) male","(1) NH white",44,17,162250,"(1) republican","(0) not glb","(0) different sex couple","(1) NH white",2,16,"(1) i earned more","(2) democrat",23,"(1) approve","(4) good"
250546,"(2) female","(1) NH white",54,16,112250,"(1) republican","(1) glb","(1) same-sex couple","(1) NH white",7,17,"(2) we earned about the same amount","(2) democrat",13,NA,"(5) excellent"
251822,"(1) male","(1) NH white",82,20,67250,"(1) republican","(0) not glb","(0) different sex couple","(1) NH white",6,12,"(1) i earned more","(1) republican",58,NA,"(5) excellent"
253483,"(2) female","(6) Hispanic",48,17,92250,"(3) democrat","(1) glb","(1) same-sex couple","(2) NH black",9,17,"(3) partner earned more","(2) democrat",10,"(1) approve","(4) good"
254236,"(2) female","(3) NH Amer Indian",23,13,92250,"(3) democrat","(0) not glb","(0) different sex couple","(1) NH white",0,13,"(3) partner earned more","(1) republican",5,"(1) approve","(5) excellent"
255375,"(2) female","(1) NH white",37,13,112250,"(3) democrat","(1) glb","(0) different sex couple","(1) NH white",24,12,"(3) partner earned more","(1) republican",1.5,"(1) approve","(4) good"
256696,"(1) male","(1) NH white",69,17,137250,"(1) republican","(1) glb","(1) same-sex couple","(1) NH white",8,17,"(2) we earned about the same amount","(2) democrat",20,NA,"(5) excellent"
257822,"(2) female","(1) NH white",82,12,8750,"(1) republican","(0) not glb","(0) different sex couple","(1) NH white",2,10,"(3) partner earned more","(3) independent",65,NA,"(5) excellent"
259495,"(1) male","(1) NH white",49,17,67250,"(3) democrat","(1) glb","(1) same-sex couple","(1) NH white",1,13,"(3) partner earned more","(3) independent",4,"(1) approve","(5) excellent"
260461,"(1) male","(1) NH white",46,17,92250,"(1) republican","(0) not glb","(0) different sex couple","(1) NH white",4,13,"(1) i earned more","(3) independent",15,"(1) approve","(4) good"
261591,"(2) female","(1) NH white",59,7.5,17250,"(3) democrat","(0) not glb","(0) different sex couple","(1) NH white",13,2.5,"(3) partner earned more","(5) no preference",22,NA,"(5) excellent"
262566,"(1) male","(1) NH white",56,13,80000,"(3) democrat","(1) glb","(1) same-sex couple","(1) NH white",3,13,"(3) partner earned more","(2) democrat",21,NA,"(4) good"
266436,"(1) male","(1) NH white",43,16,2e+05,"(3) democrat","(1) glb","(1) same-sex couple","(1) NH white",0,16,"(3) partner earned more","(2) democrat",14,"(1) approve","(5) excellent"
267361,"(1) male","(6) Hispanic",36,16,27250,"(1) republican","(0) not glb","(0) different sex couple","(1) NH white",1,12,"(1) i earned more","(1) republican",20,NA,"(5) excellent"
269331,"(1) male","(1) NH white",33,20,112250,"(3) democrat","(0) not glb","(0) different sex couple","(1) NH white",0,17,"(3) partner earned more","(2) democrat",13,"(1) approve","(5) excellent"
270225,"(2) female","(2) NH black",22,13,13750,"(3) democrat","(0) not glb","(0) different sex couple","(2) NH black",2,16,"(3) partner earned more","(2) democrat",0.05000000075,"(1) approve","(4) good"
271623,"(2) female","(1) NH white",62,17,80000,"(3) democrat","(1) glb","(1) same-sex couple","(1) NH white",10,17,"(1) i earned more","(2) democrat",32,NA,"(5) excellent"
272616,"(2) female","(1) NH white",61,16,162250,"(3) democrat","(1) glb","(1) same-sex couple","(1) NH white",6,20,"(3) partner earned more","(2) democrat",14,NA,"(4) good"
273431,"(2) female","(1) NH white",43,17,55000,"(3) democrat","(1) glb","(0) different sex couple","(1) NH white",0,16,"(2) we earned about the same amount","(2) democrat",15,"(1) approve","(3) fair"
273651,"(1) male","(6) Hispanic",65,12,27250,"(1) republican","(0) not glb","(0) different sex couple","(1) NH white",5,12,"(2) we earned about the same amount","(1) republican",31,"(1) approve","(5) excellent"
274536,"(1) male","(1) NH white",53,17,137250,"(3) democrat","(1) glb","(1) same-sex couple","(1) NH white",0,17,"(1) i earned more","(2) democrat",24,"(1) approve","(5) excellent"
275653,"(1) male","(1) NH white",65,13,37250,"(1) republican","(0) not glb","(0) different sex couple","(1) NH white",6,13,NA,"(1) republican",45,NA,"(5) excellent"
277391,"(1) male","(1) NH white",39,13,27250,"(1) republican","(0) not glb","(0) different sex couple","(1) NH white",4,12,"(2) we earned about the same amount","(3) independent",16,"(1) approve","(5) excellent"
278413,"(2) female","(1) NH white",41,16,45000,"(3) democrat","(1) glb","(1) same-sex couple","(1) NH white",1,17,"(3) partner earned more","(2) democrat",0.75,"(1) approve","(4) good"
279534,"(2) female","(2) NH black",53,12,13750,"(3) democrat","(0) not glb","(0) different sex couple","(2) NH black",3,14,"(1) i earned more","(2) democrat",12,NA,"(3) fair"
282691,"(1) male","(1) NH white",69,20,22250,"(1) republican","(0) not glb","(0) different sex couple","(1) NH white",2,12,"(1) i earned more","(3) independent",43,NA,"(5) excellent"
283386,"(2) female","(1) NH white",38,20,80000,"(3) democrat","(1) glb","(1) same-sex couple","(1) NH white",7,13,"(3) partner earned more","(1) republican",4,NA,"(5) excellent"
284426,"(2) female","(1) NH white",42,12,55000,"(3) democrat","(1) glb","(1) same-sex couple","(6) Hispanic",11,13,"(1) i earned more","(2) democrat",1.5,"(1) approve","(4) good"
285261,"(2) female","(1) NH white",26,13,32250,"(1) republican","(0) not glb","(0) different sex couple","(1) NH white",16,16,"(3) partner earned more","(1) republican",5,"(1) approve","(5) excellent"
286556,"(1) male","(1) NH white",55,17,55000,"(3) democrat","(1) glb","(1) same-sex couple","(1) NH white",6,16,"(3) partner earned more","(2) democrat",14,"(1) approve","(5) excellent"
287496,"(2) female","(1) NH white",49,14,32250,"(3) democrat","(1) glb","(0) different sex couple","(6) Hispanic",7,14,"(2) we earned about the same amount","(1) republican",2.5,NA,"(5) excellent"
288666,"(1) male","(1) NH white",66,14,67250,"(3) democrat","(0) not glb","(0) different sex couple","(1) NH white",7,12,"(1) i earned more","(2) democrat",5,NA,"(5) excellent"
289486,"(2) female","(1) NH white",48,10,6250,"(3) democrat","(0) not glb","(0) different sex couple","(1) NH white",1,13,"(3) partner earned more","(2) democrat",13,"(1) approve","(3) fair"
290531,"(2) female","(1) NH white",53,10,45000,"(1) republican","(0) not glb","(0) different sex couple","(1) NH white",3,17,"(3) partner earned more","(1) republican",23,"(1) approve","(5) excellent"
291286,"(1) male","(1) NH white",28,16,2e+05,"(1) republican","(0) not glb","(0) different sex couple","(1) NH white",3,20,"(1) i earned more","(2) democrat",5,"(1) approve","(5) excellent"
293336,"(2) female","(1) NH white",33,13,22250,"(2) other","(1) glb","(0) different sex couple","(1) NH white",11,10,"(3) partner earned more","(5) no preference",14,"(1) approve","(5) excellent"
295531,"(1) male","(6) Hispanic",53,14,32250,"(1) republican","(1) glb","(0) different sex couple","(1) NH white",NA,13,"(1) i earned more","(5) no preference",30,"(0) don't approve or don't know","(5) excellent"
296851,"(1) male","(1) NH white",85,16,2e+05,"(1) republican","(0) not glb","(0) different sex couple","(1) NH white",13,16,"(2) we earned about the same amount","(3) independent",50,NA,"(5) excellent"
297285,"(1) male","(1) NH white",28,12,67250,"(3) democrat","(1) glb","(1) same-sex couple","(1) NH white",5,12,"(1) i earned more","(2) democrat",1.5,"(0) don't approve or don't know","(1) very poor"
298551,"(1) male","(1) NH white",55,20,80000,"(1) republican","(0) not glb","(0) different sex couple","(4) NH Asian Pac Islander",0,12,"(1) i earned more","(1) republican",37,NA,"(5) excellent"
301251,"(2) female","(1) NH white",25,14,92250,"(3) democrat","(1) glb","(0) different sex couple","(1) NH white",4,14,"(3) partner earned more","(1) republican",7,"(1) approve","(4) good"
303195,"(2) female","(2) NH black",19,12,27250,"(3) democrat","(1) glb","(0) different sex couple","(1) NH white",3,13,"(3) partner earned more","(2) democrat",2.5,"(1) approve","(5) excellent"
304561,"(1) male","(1) NH white",56,16,162250,"(1) republican","(0) not glb","(0) different sex couple","(1) NH white",23,13,"(1) i earned more","(1) republican",12,NA,"(5) excellent"
305321,"(2) female","(1) NH white",32,16,80000,"(3) democrat","(0) not glb","(0) different sex couple",NA,1,16,"(1) i earned more","(5) no preference",12,"(1) approve","(5) excellent"
306336,"(2) female","(1) NH white",33,12,67250,"(2) other","(0) not glb","(0) different sex couple","(1) NH white",8,12,"(3) partner earned more","(5) no preference",11,"(1) approve","(5) excellent"
307423,"(2) female","(1) NH white",42,13,45000,"(3) democrat","(1) glb","(0) different sex couple","(1) NH white",9,12,"(1) i earned more","(3) independent",0.75,"(1) approve","(5) excellent"
307461,"(2) female","(1) NH white",46,20,112250,"(3) democrat","(1) glb","(0) different sex couple","(1) NH white",2,13,"(3) partner earned more","(2) democrat",31,"(1) approve","(5) excellent"
309276,"(2) female","(1) NH white",27,16,55000,"(1) republican","(0) not glb","(0) different sex couple","(1) NH white",8,13,"(2) we earned about the same amount","(3) independent",2.5,"(1) approve","(4) good"
311251,"(1) male","(1) NH white",25,14,37250,"(1) republican","(0) not glb","(0) different sex couple","(2) NH black",0,16,"(1) i earned more","(5) no preference",2.5,"(1) approve","(4) good"
312373,"(2) female","(1) NH white",37,14,17250,"(1) republican","(1) glb","(1) same-sex couple","(1) NH white",6,14,"(3) partner earned more","(2) democrat",1.5,"(0) don't approve or don't know","(4) good"
314341,"(2) female","(5) NH Other",34,16,67250,"(3) democrat","(0) not glb","(0) different sex couple","(1) NH white",8,17,"(3) partner earned more","(2) democrat",12,"(1) approve","(4) good"
320631,"(2) female","(1) NH white",63,12,37250,"(1) republican","(0) not glb","(0) different sex couple","(1) NH white",4,13,"(1) i earned more","(4) another party, please specify",31,NA,"(4) good"
321421,"(1) male","(1) NH white",42,16,92250,"(1) republican","(0) not glb","(0) different sex couple","(1) NH white",2,13,"(1) i earned more","(1) republican",22,"(1) approve","(4) good"
322421,"(1) male","(2) NH black",42,16,92250,"(1) republican","(0) not glb","(0) different sex couple","(1) NH white",0,13,"(1) i earned more","(2) democrat",16,"(1) approve","(4) good"
323481,"(2) female","(1) NH white",48,12,55000,"(3) democrat","(0) not glb","(0) different sex couple","(1) NH white",3,12,"(3) partner earned more","(2) democrat",26,"(1) approve","(5) excellent"
326341,"(1) male","(6) Hispanic",34,13,67250,"(1) republican","(0) not glb","(0) different sex couple","(6) Hispanic",2,13,"(1) i earned more","(2) democrat",14,"(1) approve","(5) excellent"
328341,"(1) male","(1) NH white",34,13,45000,"(1) republican","(1) glb","(0) different sex couple","(2) NH black",3,13,"(1) i earned more","(3) independent",9,"(1) approve","(4) good"
329551,"(2) female","(1) NH white",55,12,67250,"(1) republican","(0) not glb","(0) different sex couple","(1) NH white",4,13,"(3) partner earned more","(2) democrat",26,"(1) approve","(4) good"
330496,"(1) male","(1) NH white",49,13,162250,"(3) democrat","(1) glb","(1) same-sex couple","(1) NH white",3,16,"(2) we earned about the same amount","(5) no preference",30,"(1) approve","(5) excellent"
331691,"(2) female","(1) NH white",69,20,17250,"(3) democrat","(0) not glb","(0) different sex couple","(1) NH white",0,16,"(1) i earned more","(2) democrat",50,NA,"(4) good"
332401,"(2) female","(1) NH white",40,17,2e+05,"(3) democrat","(1) glb","(0) different sex couple","(1) NH white",1,17,"(1) i earned more","(2) democrat",20,"(1) approve","(5) excellent"
333541,"(1) male","(1) NH white",54,16,80000,"(3) democrat","(1) glb","(1) same-sex couple","(1) NH white",10,16,"(3) partner earned more","(2) democrat",8,"(0) don't approve or don't know","(4) good"
335326,"(2) female","(5) NH Other",32,12,37250,"(3) democrat","(0) not glb","(0) different sex couple","(1) NH white",6,12,"(3) partner earned more","(3) independent",1.5,"(1) approve","(5) excellent"
336205,"(2) female","(1) NH white",20,13,162250,"(3) democrat","(0) not glb","(0) different sex couple","(1) NH white",0,13,"(1) i earned more","(2) democrat",6,"(1) approve","(5) excellent"
337581,"(1) male","(1) NH white",58,12,80000,"(1) republican","(0) not glb","(0) different sex couple","(1) NH white",3,12,"(1) i earned more","(1) republican",38,NA,"(5) excellent"
338546,"(2) female","(4) NH Asian Pac Islander",54,13,67250,"(3) democrat","(1) glb","(1) same-sex couple","(1) NH white",6,12,"(1) i earned more","(2) democrat",34,"(1) approve","(4) good"
341391,"(2) female","(1) NH white",39,13,112250,"(3) democrat","(1) glb","(0) different sex couple","(1) NH white",0,16,"(3) partner earned more","(2) democrat",4,"(1) approve","(4) good"
342596,"(2) female","(1) NH white",59,20,2e+05,"(3) democrat","(1) glb","(1) same-sex couple","(6) Hispanic",8,16,"(1) i earned more","(2) democrat",19,"(1) approve","(4) good"
343421,"(1) male","(1) NH white",42,20,80000,"(3) democrat","(0) not glb","(0) different sex couple","(1) NH white",1,17,"(1) i earned more","(2) democrat",26,"(1) approve","(5) excellent"
344396,"(2) female","(1) NH white",39,17,92250,"(3) democrat","(1) glb","(1) same-sex couple","(1) NH white",2,17,"(1) i earned more","(2) democrat",9,"(1) approve","(5) excellent"
345491,"(2) female","(1) NH white",49,17,92250,"(3) democrat","(1) glb","(0) different sex couple","(1) NH white",4,7.5,"(1) i earned more","(5) no preference",10,"(0) don't approve or don't know","(2) poor"
346371,"(1) male","(1) NH white",37,13,45000,"(1) republican","(0) not glb","(0) different sex couple","(1) NH white",1,13,"(1) i earned more","(1) republican",19,"(1) approve","(5) excellent"
347716,"(2) female","(1) NH white",71,16,55000,"(3) democrat","(1) glb","(1) same-sex couple","(1) NH white",27,16,"(2) we earned about the same amount","(3) independent",17,NA,"(4) good"
348456,"(2) female","(3) NH Amer Indian",45,13,32250,"(3) democrat","(0) not glb","(0) different sex couple","(2) NH black",1,12,"(3) partner earned more","(2) democrat",5,NA,"(4) good"
350771,"(2) female","(1) NH white",77,12,37250,"(3) democrat","(0) not glb","(0) different sex couple","(1) NH white",1,12,"(3) partner earned more","(2) democrat",56,NA,"(5) excellent"
351405,"(1) male","(1) NH white",40,16,22250,"(1) republican","(1) glb","(0) different sex couple","(1) NH white",17,13,"(1) i earned more","(2) democrat",0.75,"(0) don't approve or don't know","(4) good"
352336,"(2) female","(1) NH white",33,16,112250,"(3) democrat","(1) glb","(1) same-sex couple","(1) NH white",1,13,"(1) i earned more","(3) independent",15,"(0) don't approve or don't know","(5) excellent"
353285,"(1) male","(1) NH white",28,14,162250,"(1) republican","(0) not glb","(0) different sex couple","(1) NH white",0,13,"(2) we earned about the same amount","(5) no preference",11,"(1) approve","(5) excellent"
354331,"(1) male","(1) NH white",33,13,37250,"(1) republican","(0) not glb","(0) different sex couple","(1) NH white",5,12,"(1) i earned more","(5) no preference",8,"(1) approve","(4) good"
355771,"(1) male","(1) NH white",77,12,2e+05,"(1) republican","(0) not glb","(0) different sex couple","(1) NH white",2,16,"(2) we earned about the same amount","(1) republican",60,NA,"(5) excellent"
